Date,Energy,Materials,Financials,Consumer Staples,Consumer Discretionary,Utilities,Telecommunications Services,Information Technology,Industrials,Health Care
1992-02-28,2.264313455688072,0.0034287733086865767,0.6871972901267643,0.274231672977953,0.6625636543180095,-0.45626260256642476,-0.33241671464978356,-1.7030387412505814,0.413179968996471,-0.8701691676307086
1992-03-02,1.1198212845165765,1.1080678098395924,1.0129234355502394,0.1431723752448096,0.6367389056521885,-0.686971357531798,-0.6861935731639678,-1.3798448102779186,0.8833584151375088,-1.2422922180495777
1992-03-03,1.6042926514488818,2.321299518140089,0.5139417529852762,-0.46851567269337646,0.7744578574039264,1.3413684203077296,-0.5823658981063345,-0.9945500305218614,0.9452537626926173,-1.1604770933021256
1992-03-04,1.3115086387589157,1.4534189395730548,0.4184312978121845,-1.4398973516416476,-0.5786806729429242,0.9492027098835784,-1.6600147975457493,-1.9388929053555686,0.2582335537084077,-2.1003410651837253
1992-03-05,1.1034035102070252,0.4472320034447655,-1.7981151132597302,-1.8630018448668597,-1.5679257864662168,-0.13543427249528261,-2.9931716057231226,-3.0910006463763158,-0.6529810378528316,-1.4771116020226966
1992-03-06,1.0551973548478393,-1.573823397344547,-1.8518701169969507,-1.9574425348352704,-2.43369406584283,-0.8351101623710091,-2.415792618519816,-2.8058221419577256,-1.380092627993067,-1.5425988269585504
1992-03-09,0.8466852972122182,-2.910250695068024,-1.4352813099818649,-1.8206476115675687,-1.9653465845150508,1.5448250706662623,-0.842173295259863,-1.5795365302734161,-2.295553600290655,-1.3056617706537483
1992-03-10,2.5428290640463937,-2.537179594439528,-1.475215149420775,-1.5041022925717644,-1.070478486653763,2.812098423010489,-1.3855832167840583,-0.6990129980456502,-1.3031119120218166,-0.5058638663749213
1992-03-11,0.23382785909365303,-3.151745161740733,-1.7030073622332322,-1.9160708726189697,-1.5080911950537899,1.30851247943505,-1.389389455346171,-1.7500470761667184,-3.0254995165990013,-0.9172806586412081
1992-03-12,-1.1399475768196545,-2.4951731214545996,-1.5893406167474842,-1.683042848566665,-1.294708299135998,0.4908303510082139,-1.7865893269170672,-1.664778948832667,-2.236312588117116,-1.0717194895857278
1992-03-13,-2.50885261919239,-1.4289230525289451,-0.8949298570888936,-1.439720796495257,-0.5638774761549923,0.4555693059762861,-0.9103222610947724,-0.8424210610540738,-0.6818381389970158,-0.942682049834666
1992-03-16,-2.222056537480433,-1.276756595853227,-0.02612247814701201,-1.138316403864617,-0.5242356035887791,1.7015523312396026,-0.6688253102185249,-0.8659932066899456,-0.707304785490562,-0.9380649280845131
1992-03-17,-1.8508815775965581,-0.761893462200387,-0.1063355625181213,-0.20898355936091512,0.8435700294597235,1.9145198652090238,-0.7439979900713616,0.32770534525322087,0.8457144774124594,-0.7233231247442741
1992-03-18,-1.5399780640509755,-0.7328175082636028,1.0623541579483529,-0.006002914185119128,1.5826714507998827,1.9481897990817019,-1.5617046597611837,1.3962126181864603,0.5674420396696704,-1.026506215316359
1992-03-19,-1.8404805767551924,0.04928397886870111,1.8149384799255421,-0.21246945053467597,2.147928848574815,1.6583596982003246,-0.7191180635117647,0.979216082679837,0.8731953585317004,-1.646704351669269
1992-03-20,-1.5235744900752946,0.40853742802364384,2.2202210596985203,0.17825263764082958,2.0568137986972608,1.908290672646815,0.0402630999227883,1.4567969957200215,1.9904777795578206,-1.7684919265449466
1992-03-23,-0.8601551106047522,0.5394690159172737,1.2534420199139782,-0.24386218760180678,1.9887747505055189,0.9737847220281389,0.18256225589345426,1.3377226591053515,0.9144934002604269,-2.0593702694590545
1992-03-24,-0.4605692571710979,0.3404746708838596,0.5579356718719388,-0.3371918290923209,1.1828905772448013,0.5515383298753154,-0.10950264621912345,0.9445655646660183,0.6444899522195724,-0.8180037270994075
1992-03-25,-1.1659059342256333,-0.2101963821233131,0.5405961773060223,-0.25776071376372983,0.9285580832447541,-0.2701152769790972,-0.6238403623424508,1.0732872887504235,-0.09976590838609048,-0.9847891955435341
1992-03-26,-1.715766905047038,0.41279010949620204,0.5672047767972878,0.3008635641435221,0.5324551531932629,-0.7951580711790567,-0.9080982897557524,0.2158565693510121,-0.07964095856137282,-0.9304277485581253
1992-03-27,-1.1039426251811781,-0.729692463924135,-0.3274926802657072,-0.18096913899563646,-0.4268312218279912,-1.5617804355057539,-3.079020472400776,-2.5260013487833626,-1.2198991082922654,-2.6747425429175617
1992-03-30,-1.7879718345286193,-1.4732599617973197,-0.21374685405274002,0.629764946090064,-0.9803859580953111,-1.267955683494485,-1.865017618613598,-2.197367382387674,-1.1304954603965804,-3.627657122220786
1992-03-31,-1.0265464542286995,-1.1809242171045173,-0.2810601062865754,0.45252234761029914,-1.2265681025545363,-0.4315868716478356,-2.1088187089977084,-1.6356103265606012,-1.1522453572490738,-1.7198980951594731
1992-04-01,-2.473661288546891,-1.5896525109347526,-1.0902211328123717,1.8492469836828858,-1.1617833602288639,-0.39835849198159995,-0.8303678134857855,-1.690271011908127,-1.2949558771213783,-0.7293609107684919
1992-04-02,-2.019277289544912,-1.578155844802543,-2.648282061630328,-3.7084013730594827,-1.774857849725977,-6.172780912810923,-2.3578342160435843,-1.95569693173479,-1.94453991745718,-2.3523674606264686
1992-04-03,-1.3392919537742263,-1.321190151921941,-2.4110246502156185,-1.98123240855305,-2.170906281177953,-2.9459470398669856,-1.4007822133042251,-1.7408855335600273,-2.440048956799528,-1.9591226848228298
1992-04-06,2.300837635151244,-0.8465340097666928,-1.685424941629773,-1.140556982450069,-0.938115338288489,-1.8867543421664532,-0.028230207275605372,-0.8236246526386108,-1.7558956320677503,-1.1758619267071844
1992-04-07,0.621734407117588,-2.176122777676861,-2.054609055564086,-5.206780707128853,-2.133169659621971,-1.9484809025280692,-0.28421560826081804,-1.9061826636778496,-2.7045033655375748,-2.734720584104398
1992-04-08,-0.47249539027061466,-2.8941954182405376,-2.8499178733130788,-3.8586503546611994,-2.712724310348856,-1.853268277007331,-1.4792384714446078,-1.5345811793167938,-3.217210313516336,-3.3979603757579557
1992-04-09,0.15776654471318188,-1.447690393582043,-1.1497533282779513,-1.3926431839115023,-0.8623717931242716,-0.8941190905262637,-0.11036725284838796,-0.7205628356873042,-1.3711672686708714,-1.1820221814271674
1992-04-10,-0.2997961397518269,-0.4932764886244013,-0.3938590195657614,-0.7737765630116904,0.10628758790913997,-0.43839810633397097,2.3959897414821536,-1.0982344884932633,-0.242608963502169,-0.32723662576203194
1992-04-13,-0.09252604267470695,0.4600810873875953,0.23523417296865715,-0.6709769478913269,0.4840226586732337,-0.03684786294455493,3.8855190651223412,-0.5433123038794536,-0.0269261808078935,0.34273938498671414
1992-04-14,-0.5248555785425078,1.8777502364010885,1.9855954249953283,0.17154057200308873,1.5499208378550706,0.5907019572087077,3.749410897552353,0.3650160599988802,1.2895389535680262,1.7249068524361353
1992-04-15,0.22527434825972617,2.488978337788841,2.238925971921184,0.8513315675463671,2.6027217259261155,1.672582575196686,3.0783481931077477,2.3165255506814155,2.0635471401243395,1.66401034371399
1992-04-16,-0.2584160779488025,1.9794857506307322,1.5656059214566653,0.3843725864732326,1.2697077806191832,1.7729956032180376,2.4768493385102186,2.148287489781641,2.0531763019395193,0.5110148591397864
1992-04-20,-0.9749001536776735,1.1869652281069558,0.7202675987626941,-1.0152739104737063,0.18398288218498107,1.0562384338356194,1.7668296467529219,0.8061687426859965,1.1439660342956035,-1.1007535867136324
1992-04-21,-1.4613070819269447,1.1184528881968152,0.4175621989660011,-1.322086584000588,-0.7636052362711961,1.0960544301921693,1.7307867938635801,0.6262704936204457,0.796731140543134,-1.5803530802936931
1992-04-22,-1.5286796103096316,0.7293421699973633,0.5461159810647696,-1.0734835771204858,-0.4365446804928627,1.0433920881085998,1.720031825471646,0.5415690141239923,0.7517976815145492,-1.4073450674114418
1992-04-23,-1.3325248372432223,0.6112898068033514,0.6864462136042397,-0.8599799826865727,-0.457260579571947,0.8222675647629295,1.7525541323516516,-0.022024786337099006,0.8544933302812423,-2.2276231954463794
1992-04-24,1.4696134619083783,0.229994155830717,-0.0039617454456773145,-1.12579374771177,-0.7974796421757676,0.7351957774621609,1.5585144518465732,-0.4784702533483327,0.32596618898763996,-1.33878159803572
1992-04-27,0.7219401788007755,-0.22614152601861606,-0.06208514815723417,-1.083663078724329,-0.9752391446881289,0.3961779169491628,1.3765782372481667,-1.380332220336147,-0.0024850691228225,-0.8662036521320229
1992-04-28,0.3101092856372155,0.2303149779813898,-0.3656053254995675,-1.101773576150382,-1.743032347641804,0.7228217898684112,1.2741982594163583,-1.6259171609593797,-0.10805360088566346,-0.795899480056787
1992-04-29,0.1750931872181953,0.13019463603064066,0.23516950422895733,-0.8009197878669928,-1.2204004332711622,0.805181014353243,0.9622821729107076,-0.15149293303833536,-0.17190635707060295,-0.45244109204887
1992-04-30,1.8307876862723491,1.2012655640824192,0.2928707727706723,-0.023985028499501012,-0.29810003910416294,1.5345662207319979,1.1649553716200773,1.3049511274121381,-0.4784102642614719,0.04367279937369802
1992-05-01,2.100104797749754,1.0718047485724649,0.45619786010640556,-0.4561830446659727,-0.5449681910928625,1.4164333623294922,1.092640988014323,0.7769332252264226,-1.0627011732379097,-0.08048739466456986
1992-05-04,2.6463950529402203,1.2563455630053968,1.247213837024366,0.4323110013787789,-0.12000187555045445,2.7046650114653223,1.358706411812177,1.156404147224141,-0.08377015461750074,0.6030431027282169
1992-05-05,2.3879805633937567,0.9875224782072477,1.2070502066241235,0.9099162285721336,0.05741797796034706,3.0325159523364857,1.050733615521286,1.8727932631066624,-0.27173533485566653,1.056609003595933
1992-05-06,2.1483273720571083,0.9631367618078865,1.7341042869915941,1.1801064990518402,0.5383992699908577,1.9729564662280135,0.36996992090614267,1.5294385496580838,0.6494764721173255,1.6321738425146435
1992-05-07,2.0014715684196154,1.0239890633784354,0.8911036083084032,1.541410529972382,0.4087029124889523,0.9564764654194975,-1.0565772411295022,1.333826670101039,1.2923138891522408,1.891546221701648
1992-05-08,1.8796795681770258,1.1325131891456528,1.1799149486741047,1.4899751142460185,0.1820815796187025,1.425077097098965,-0.7953625126757605,1.060280910759569,2.6284203415780323,2.0178774447429904
1992-05-11,1.5730252731099412,1.4507884615630495,1.8596119827947448,2.361437880029643,1.0394310618442082,1.8377118024841586,-1.456904150030751,0.9991982593666079,3.4624761250308285,1.9577910978316968
1992-05-12,1.3186665292105144,0.9976580661076266,1.2667250613129009,1.2719925313885148,0.02292642592478655,1.3188584975930204,-1.8669718333512708,0.5776097241185643,2.439652875290693,0.8598077624374092
1992-05-13,0.8881988337339539,1.5528111405666076,1.490709909512659,0.8835230704300274,-0.05867206259646588,1.2325732679075025,-1.0029869445647133,0.3552679816245247,1.4493307923697283,0.5310842366110994
1992-05-14,0.5138821361528533,1.6165994063521192,0.4961943003014189,0.41759596084857753,-1.713217171979554,0.6618107180597149,0.30561946460917966,-0.7894858106806049,0.7051187093565287,-0.27305475380947414
1992-05-15,0.629437634789415,0.06259124552189378,-0.34723730959864135,-0.7478059584344422,-2.0758777022525114,0.3184387406938985,-0.12044952387982084,-1.6624646285659164,-0.16342032597900738,-0.7584142013184412
1992-05-18,0.3213101964274714,0.5042758938158552,0.20154170637053093,0.008083007434323044,-0.9645879921081396,0.34282383239011,1.0430082090220858,-2.2447365344708836,-0.27235409020237455,-0.38089109451991354
1992-05-19,0.6951334433684935,0.10511157208492065,1.401367860056772,2.0606202024505658,-0.5172696772796963,1.801135390861224,1.5588426578588865,-1.215361675531654,0.4573803157562212,-0.5478487696286645
1992-05-20,-1.1440048983640831,0.43497402518713957,2.1622678256796197,2.190866704527418,-0.547980730943093,1.6490708577446467,1.190891539870262,-1.2270654804772048,0.2725769204341329,-1.3682133567370567
1992-05-21,-2.9130520191084424,-0.06286286975327905,1.661679950338864,0.9418354344150526,-1.3767628683540334,-0.8793304732127682,-0.1291686855519743,-1.1118666121837333,-0.32681032487297995,-2.2884076078097064
1992-05-22,-0.3401856566317602,0.8740895000952589,2.1467081625483884,1.733630616459571,-1.0078433884054576,-0.7731002166393978,-1.13396910255329,-0.37079712226111533,-0.4177587623554622,-1.0782560646977128
1992-05-26,3.439593250577,-0.9605018342757795,-0.3484287070270172,-0.43931918296267347,-2.128607812969288,-2.1757801443201767,-2.4195845130939837,-0.591133197580588,-2.5422071363847407,-1.9707215467205788
1992-05-27,2.4583073848649186,-0.7811028442855249,0.5679748050748593,-0.25936259538780077,-1.7333400878810847,-0.719852223881,-0.6424584643035972,-0.16811550055569163,-1.497007135913428,-1.8847533433609391
1992-05-28,1.2170203501675538,0.40015857233919194,0.5992843213791564,2.8945956663036716,-0.8007780771996482,1.013258170055317,-1.2707664331630897,0.10636560000022216,-0.6352595582768905,-0.5898670963046307
1992-05-29,1.361973916341237,-0.8615418944383191,-0.2715855423563491,1.9975442320879315,0.21042589837501355,0.28148550183791643,-2.0331303536862353,0.49283426720164025,-0.6418788086127013,-0.5923278845806687
1992-06-01,0.5440114491093319,0.18163339008509982,1.2916802669929424,2.024661206115829,0.6026414592810678,0.7976768968126738,-1.095150911552919,0.9418970297843837,-0.205984735329574,-0.5654310039076742
1992-06-02,0.7543178732508621,0.13332129151705246,1.4725532554614635,1.1036002689547144,0.6093869591103319,-0.3808360534708813,-1.7070348134980282,1.5505102871950125,-0.8086500485875694,-1.517229110112531
1992-06-03,1.0585287294566936,0.42223091783360533,0.7716569036470137,0.9197101044346678,0.42891149903207165,0.0701483996892224,-1.5539439966399102,1.441541825815658,-0.40836565957866117,-0.37117820166606735
1992-06-04,0.9115119775778537,-0.45191805206786073,1.077860059924559,0.30205572116665586,-0.7447844100068369,-1.0133478769212707,-1.1839122546072935,0.9453481294800137,-0.7983472162555402,-0.8782264874312005
1992-06-05,1.4072323666312863,0.2203479244255176,1.0207599817047985,-0.6890404297770715,-1.3402897066543102,-0.2019252598996327,-0.7272591063454396,0.7142666803485871,0.352800614748945,-0.2531969307771775
1992-06-08,1.1611339261489741,3.62334667324289,3.6354730810763387,-0.7382210961630408,-2.248636449533498,0.036063087280399336,0.3602420186159939,-0.10838723028307491,-0.4030599089941077,-1.0341841350121892
1992-06-09,0.0925387279859172,0.2347195255852057,1.492190926553944,-1.5521772306560697,-3.8519755441646737,-0.591513756134004,0.28585684713801796,-0.6491020267653632,-2.2334614960472434,-6.138564431091333
1992-06-10,-0.06485276261053863,-0.8805162378077976,0.7675067560827366,-2.010410507154116,-4.163878421951697,0.06760683948233141,-0.10771258045801126,-2.6588739850149894,-3.440074045333747,-3.5357401648961813
1992-06-11,-0.8714477837497858,0.9980668197678847,0.06884347687533081,-1.6095431236624376,-2.267879212100967,1.5730508570851678,2.007918320957275,-1.90735372130879,-2.2519157518403268,-2.0446055079743037
1992-06-12,-0.7362565598247123,3.8489612900054935,1.3598680998067088,-0.8414371888831912,-1.4032604667192228,3.214058713987388,1.999564525782656,-1.874673877928721,-1.5445190634035404,-1.666039092382082
1992-06-15,-2.0326338866103306,2.4366119573382115,1.1919671617630734,-0.7889812558691474,-1.3512958201409768,3.326761500059038,1.6078010570170038,-1.6921334802059105,-1.5491660207403997,-1.502844977155741
1992-06-16,-0.9482049619545,-4.0389329985846234e-05,0.6525802160071069,-1.5163451164315918,-1.6299722073026757,2.886345830341596,1.5325659679785943,-2.292186814350704,-1.495535096985253,-1.8519259566925919
1992-06-17,-1.72981749926907,-2.134835846495816,-2.1016452422598224,-2.0105230193057553,-2.3412541778775307,0.7806765030606521,1.3774513187471595,-3.4122069838802385,-2.906077609435019,-2.2541233032903363
1992-06-18,-1.4951811437849742,-3.2341545274439296,-3.6852895638801324,-1.895899585155797,-1.9568282677669138,0.4672493108978926,1.0048636130208015,-3.9296989046459188,-2.9736352092654443,-2.017415606100403
1992-06-19,-0.7654742565915168,-3.012628606067603,-2.986032134530337,-0.837610765830739,-1.411100447149595,1.086209373181274,1.743862342673458,-2.234705801107753,-1.7698069393358002,-1.2070036720249913
1992-06-22,-0.40196098356403004,-1.9007591250908007,-1.8886697040380256,-0.6347905104454299,-1.4353830608989369,0.561750221083537,1.1640485037555215,-1.8827875475798874,-1.6641504703370116,-0.9437104672731984
1992-06-23,-0.36697841769986084,-1.5800460053424896,-0.6675028218447664,0.2382095031941437,-1.0168608436460924,-0.6944406813329965,0.009220559120644716,-1.5597500988409623,-1.4931336583048147,-0.3953920193568184
1992-06-24,-0.7998292346393172,-1.604306083921146,0.6300436007822172,0.4602459928384989,-0.8653079562317326,-0.7862613721853724,-0.19333519141000272,-1.2709812582457347,-1.4411660269032611,-0.3033723094385549
1992-06-25,-0.8971586746486541,-1.0482817423345205,1.2449004187991786,1.0719921099938627,-0.5526332448216484,-0.9950147650290365,-0.8365511809807702,-1.41603250231939,-1.2235951362785147,-0.26582654894913854
1992-06-26,-1.3538968713181851,-1.2180299096151506,0.843702469362296,1.779930365195546,-0.3035157719707727,-1.268166196968769,-0.6708714794427988,-1.1332825221461138,-0.7420726167984028,-0.13337374184828676
1992-06-29,0.5681859446476295,0.4079783345955294,1.9189327062809383,3.240245401257057,0.614717686540226,-0.9904086630608921,0.6511760223026433,-0.3545258577810098,0.5003105653837768,1.8779794920578254
1992-06-30,0.34659308877390904,0.681419500162122,2.075971499304534,2.222250173151527,0.9056048835551482,-0.3138327444888807,0.4044836821229266,-0.11136104975158845,0.7584655543444858,2.4658882247080456
1992-07-01,-0.7353357257475179,1.895574549588866,2.3153943485720467,2.4706820129605465,2.1582670627202853,0.9011400009496358,2.5682370112028177,0.5933938909999366,1.8747423030281891,3.2624340720984724
1992-07-02,-0.54015469839957,0.9509007296090912,1.6015187851293948,2.1580344658910002,1.1377768427626458,2.1598714283355887,2.9813551409596104,-0.38312035681753615,0.7121455940364807,1.8548436282999492
1992-07-06,1.1930871374652223,1.3888188935318975,1.3193715725615152,2.1613225817201043,0.7818076535673316,2.5668453840732166,5.062360009509795,-0.12671824895167988,0.4714717818229504,2.132385530211132
1992-07-07,4.096644490423485,0.15959925395037244,0.8551407991879744,1.2273954827634235,-0.2637114184334638,3.00990618518829,3.2453971036425577,-1.4972232629137248,-0.6540692139192735,1.146579558044212
1992-07-08,-0.6812963876429182,-0.2031703957192083,0.9866764349122471,0.9725685041478587,-0.6265972354536128,3.0400046724688234,2.4736239153066424,-0.16291332770801,-0.9380619413430366,1.1662731846956476
1992-07-09,-0.5150093185113548,0.749292544871662,1.5444525827302358,1.68568435572279,0.3972054726019556,2.26455485361767,2.294409322217901,0.6128251408185321,0.13314812675850332,1.7510934753654204
1992-07-10,-0.2462221910084712,0.38522393819352246,1.708629351721204,1.3770777670760368,0.6449819345821534,1.9081676530583545,1.8842140922746684,1.3890735313702403,-0.4220816468304331,1.3539777072786459
1992-07-13,2.180303786913325,0.24166849136684304,1.9186378301003468,1.4650586679283077,0.943099409965688,1.721046348732699,1.6227172672384647,1.8439543584268248,-0.27513721559928117,1.4493576253676894
1992-07-14,4.737841760712269,0.54171816018416,2.2782439468065276,1.6387679963760962,1.0749474304820987,1.5059840211002908,1.4186480208956922,1.9776224856834923,0.26274201569442907,1.2821115450885647
1992-07-15,1.9043791531137646,-0.7378951550141359,1.9737666393481708,1.3285126979505748,0.6257260533117452,1.4100996864276014,1.5101911763292348,1.969904396811633,0.16225799961991288,1.6261465866122191
1992-07-16,2.084310750498357,-1.0365753484610636,1.4378710713154654,1.109298141000996,1.2016851978699399,1.356153756528254,1.6982146172313934,1.982660965339644,0.6365825607260742,1.3924636689746719
1992-07-17,2.9562844693103902,-1.7746440278107576,0.7946605201498848,0.8340811145604683,0.45255140301892416,0.9387606943090323,1.5890410296992705,0.5865740459574387,0.03617389222449481,0.6088622039126365
1992-07-20,2.1368961868469243,-2.2937872164339974,0.6243170048111557,0.14342525978455942,-0.10767586521562335,0.4838878843418597,1.3446946241983744,0.3923568019014815,-0.8530626825212828,-0.29862192611344424
1992-07-21,1.3554401065884532,-1.9021194278886109,0.8894698790955856,1.037158990549353,0.21008157742273112,0.019024790537856974,0.7730317467093545,0.7219918549209825,0.09074378915870733,-0.6768055082334976
1992-07-22,0.5236143014302401,-1.9296348660844613,0.8658484634803852,-0.49652462116196144,-0.6552534737332659,-0.1958097980470986,0.38634072555406024,0.5039212596307027,-1.0574731091643736,-1.8241283803333244
1992-07-23,0.5141581993706433,-1.6171018194256561,0.5252377185202394,-0.5778496858937509,0.22193438783686084,-0.27964451478985214,0.5733024593609545,0.9586027767912523,-0.23928515742440926,-0.6606447915312176
1992-07-24,0.803653105044718,-0.9663619503082936,-0.32546216672512274,-0.47750034585455664,0.16914622934061424,0.18276229202675626,0.08316293460003349,0.8500185519887584,-0.8634021159180335,-1.0619424753162954
1992-07-27,0.3106755325016602,-0.8100586954534724,-1.4504139718870805,-0.34246286009252136,0.9615789109229226,1.0031077621749245,0.8184748633322411,1.2236639015823683,-1.173201894572433,-1.0674030161403998
1992-07-28,1.1131547997070779,0.18045466798710227,0.7585871402709129,1.737527303675402,4.54396206173905,3.1402054641493873,1.0534940625525686,2.7440795733609336,1.4491495199957372,-0.3692333542425396
1992-07-29,0.636176602831453,1.9617394830679342,2.5325136432789925,3.335702089021744,4.188586663553951,3.254938207411491,1.3938186477942498,2.6593560486561936,3.9343964077589524,1.4010154175530085
1992-07-30,1.420572362431678,1.4016073168563419,3.357285734984011,2.49651435957255,2.8462327188287504,2.1876939160657627,0.7437581000107804,2.6920690884189047,2.6309269229771646,1.3790821266718847
1992-07-31,2.3114733628955153,2.030540803607899,2.450267370067363,2.1682926039803294,2.022459422574039,2.1349680988740953,1.290923922967336,2.5663176914178965,2.1569541263922294,0.08081367871274966
1992-08-03,1.1335395452171242,0.9059528518417381,1.6153815906951543,1.563362021414347,1.8743990003694737,1.858350966044874,1.2855576999217033,2.503828927387687,1.4768906257198855,0.43707592629603387
1992-08-04,0.9435119700319602,1.0266276684098863,1.084525366391889,1.6781283177030084,1.1296145387691126,1.2707583815183727,1.347771718580995,1.7064691143763422,1.1566635459777919,0.34253717057137895
1992-08-05,0.6827994117459157,0.5433557416062019,0.9287158048776064,0.9043474486761245,0.816481253994349,0.5065144358370791,1.8836485010151023,1.1377351759392336,0.6671047903610084,0.8215046689343931
1992-08-06,-0.9139951828393267,0.856138297366301,0.7410257545615837,1.091890489483328,0.5477564742564822,-0.04155194966313036,0.7870720400179664,0.6559577604036941,0.3336547422320535,0.7562076011391837
